28	0.496568200	10.0.0.1	341693	411	4d1800001908010030760400393a0000ba5102003076040072350000fb8102003076040049760400c09b8e1a000000006f09030cd7ffa0082b79f6e446d13519af00000000000000f2ffffff050000000f000000c600000a0010000000000000552f2cb16ea8d12f06bce9300a2f60b8000080ff59b4dd3e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000009a16ad44120f18448100000000000000000000f845000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c4469a317b4501003c5354435040733e
29	0.497112200	10.0.0.10	2335443208	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
30	0.510159500	10.0.0.1	342104	9	3c6853544350400000
32	0.560027400	10.0.0.1	342113	92	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c685354435040000000003e0000000000
34	0.620011500	10.0.0.1	342205	67	000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
35	0.620277800	10.0.0.10	2335443292	24	3c685354435004000000003e000000003c5354435000003e
36	0.658377500	10.0.0.1	342272	32	3c68535443500c000000003e000000006b6b6b01000000003c5354435042013e
37	0.685840300	10.0.0.10	2335443316	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
38	0.699672500	10.0.0.1	342304	93	3c685354435040000000003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c6853544350400000
40	0.751615900	10.0.0.1	342397	75	00003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
41	0.752128300	10.0.0.10	2335443400	24	3c685354435004000000003e000000003c5354435000003e
42	0.762765600	10.0.0.1	342472	9	3c6853544350230200
43	0.784962000	10.0.0.1	342481	536	00003e000000006b6b6b0100000000c0770400d70000000000000000000000000000001a000000774e03720000000000000000a6770400a6770400c0770400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01c0770400b5b001004c202f01c07704004d18000019080100c0770400393a0000ba510200c077040072350000fb810200c077040061770400d89c8e1a000000006f09030ce7ffa0083079f6e43cd13519ae000000fffffffff7ffffff0a0000000e000000c600000a001000000000000056304db17aa82a3007bcd330ba318bb8000080ff59c4d93e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000009a16ad44120f184481000000000000000000007c46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca43
45	0.787701200	10.0.0.1	343017	22	0000000000e0c4469a317b4501003c53544350b37b3e
46	0.788266000	10.0.0.10	2335443424	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
47	0.798585600	10.0.0.1	343039	9	3c6853544350400000
49	0.847630800	10.0.0.1	343048	84	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
51	0.893047500	10.0.0.1	343132	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
52	0.893359600	10.0.0.10	2335443508	24	3c685354435004000000003e000000003c5354435000003e
53	0.906202000	10.0.0.1	343207	9	3c68535443500c0000
55	0.954094500	10.0.0.1	343216	23	00003e000000006b6b6b01000000003c5354435042013e
56	0.968419700	10.0.0.10	2335443532	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
57	0.989506100	10.0.0.1	343239	93	3c685354435040000000003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c6853544350400000
59	1.033268000	10.0.0.1	343332	75	00003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
60	1.033462200	10.0.0.10	2335443616	24	3c685354435004000000003e000000003c5354435000003e
61	1.041767800	10.0.0.1	343407	334	3c685354435023020000003e000000006b6b6b0100000000ba780400d70000000000000000000000000000001a000000774e03720000000000000000a0780400a0780400ba780400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d0188780400b5b001004c202f01887804004d1800001908010088780400393a0000ba5102008878040072350000fb81020088780400a1780400189e8e1a000000006f09030cf6ffa0083d79f6e429d13519ac00000000000000fbffffff0a0000000e000000c600000a0010000000000000b62a2ab238a82f3007bc41321e326fb8000080ff5934b13e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
63	1.097719300	10.0.0.1	343741	233	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000009a16ad44120f18448100000000000000000000f845000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c44600307b4501003c53544350fa733e
64	1.098287100	10.0.0.10	2335443640	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
65	1.110517400	10.0.0.1	343974	9	3c6853544350400000
67	1.159411800	10.0.0.1	343983	84	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
69	1.205724400	10.0.0.1	344067	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
70	1.205980200	10.0.0.10	2335443724	24	3c685354435004000000003e000000003c5354435000003e
71	1.218801100	10.0.0.1	344142	9	3c68535443500c0000
73	1.268433900	10.0.0.1	344151	23	00003e000000006b6b6b01000000003c5354435042013e
75	1.313310800	10.0.0.10	2335443748	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
76	1.328045700	10.0.0.1	344174	9	3c6853544350400000
78	1.378156900	10.0.0.1	344183	70	00003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c5354
80	1.435901400	10.0.0.1	344253	89	4350bf013e3c685354435040000000003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
81	1.436166800	10.0.0.10	2335443832	24	3c685354435004000000003e000000003c5354435000003e
84	1.449144700	10.0.0.1	344342	258	3c685354435023020000003e000000006b6b6b0100000000187a0400d70000000000000000000000000000001a000000774e03720000000000000000fe790400fe790400187a0400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01187a0400b5b001004c202f01187a04004d18000019080100187a0400393a0000ba510200187a040072350000fb810200187a0400b9790400309f8e1a000000006f09030c0000a1083d79f6e425d13519aa00000000000000feffffff0f00000010000000c600000a00100000000000001c2f39b268a8
86	1.502046900	10.0.0.1	344600	165	123006bcbc305f3167b8000080ff5984bf3e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080
88	1.549075600	10.0.0.1	344765	144	ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000007c78ab44120f18448100000000000000000000fe46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c4469a317b4501003c5354435013713e
89	1.549671200	10.0.0.10	2335443856	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
90	1.567940000	10.0.0.1	344909	93	3c685354435040000000003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
92	1.611181500	10.0.0.1	345002	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
93	1.611601900	10.0.0.10	2335443940	24	3c685354435004000000003e000000003c5354435000003e
94	1.688783900	10.0.0.1	345077	32	3c68535443500c000000003e000000006b6b6b01000000003c5354435042013e
96	1.752750600	10.0.0.10	2335443964	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
97	1.769814000	10.0.0.1	345109	93	3c685354435040000000003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c6853544350400000
99	1.823614600	10.0.0.1	345202	75	00003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
100	1.823869500	10.0.0.10	2335444048	24	3c685354435004000000003e000000003c5354435000003e
101	1.837512000	10.0.0.1	345277	512	3c685354435023020000003e000000006b6b6b0100000000da7b0400d70000000000000000000000000000001a000000774e03720000000000000000c07b0400c07b0400da7b0400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01a87b0400b5b001004c202f01a87b04004d18000019080100a87b0400393a0000ba510200a87b040072350000fb810200a87b0400997b040010a18e1a000000006f09030c1300a1084f79f6e409d13519a8000000fefffffff9ffffff060000000d000000c60000090010000000000000952e8bb05ea8223006bce032563273b8000080ff5974b73e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000009a16ad44120f18448100000000000000000000fe46000080ff000080ff000080ff000080ff000080
103	1.882311900	10.0.0.1	345789	55	ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c4469a317b4501003c5354435048793e
104	1.882890500	10.0.0.10	2335444072	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
105	1.902409400	10.0.0.1	345844	93	3c685354435040000000003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
107	1.949063500	10.0.0.1	345937	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
108	1.949315100	10.0.0.10	2335444156	24	3c685354435004000000003e000000003c5354435000003e
109	2.019260200	10.0.0.1	346012	32	3c68535443500c000000003e000000006b6b6b01000000003c5354435042013e
110	2.037387100	10.0.0.10	2335444180	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
111	2.057618200	10.0.0.1	346044	93	3c685354435040000000003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c6853544350400000
113	2.103192600	10.0.0.1	346137	75	00003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
114	2.103472300	10.0.0.10	2335444264	24	3c685354435004000000003e000000003c5354435000003e
115	2.109962200	10.0.0.1	346212	89	3c685354435023020000003e000000006b6b6b0100000000067d0400d70000000000000000000000000000001a000000774e03720000000000000000ec7c0400ec7c0400067d0400ffffff7f00000000ffffff7f00000000ff
117	2.168124900	10.0.0.1	346301	478	ffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01d47c0400b5b001004c202f01d47c04004d18000019080100d47c0400393a0000ba510200d47c040072350000fb810200d47c0400b17c040028a28e1a000000006f09030c1c00a1085a79f6e4f6d03519a7000000fffffffffdffffff070000000e000000c600000900100000000000000d3173b167a81b3008bc9231da3092b8000080ff5964ce3e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000007c78ab44120f18448100000000000000000000f845000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c44600307b4501003c5354435078793e
118	2.168902500	10.0.0.10	2335444288	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
119	2.180306500	10.0.0.1	346779	9	3c6853544350400000
121	2.230369400	10.0.0.1	346788	159	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c685354435040000000003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
122	2.230685600	10.0.0.10	2335444372	24	3c685354435004000000003e000000003c5354435000003e
123	2.240122000	10.0.0.1	346947	9	3c68535443500c0000
125	2.293361400	10.0.0.1	346956	23	00003e000000006b6b6b01000000003c5354435042013e
126	2.307377700	10.0.0.10	2335444396	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
127	2.321774400	10.0.0.1	346979	93	3c685354435040000000003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c6853544350400000
129	2.374078400	10.0.0.1	347072	75	00003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
130	2.374447400	10.0.0.10	2335444480	24	3c685354435004000000003e000000003c5354435000003e
131	2.386189000	10.0.0.1	347147	9	3c6853544350230200
133	2.433768800	10.0.0.1	347156	536	00003e000000006b6b6b0100000000007e0400d70000000000000000000000000000001a000000774e03720000000000000000e67d0400e67d0400007e0400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01007e0400b5b001004c202f01007e04004d18000019080100007e0400393a0000ba510200007e040072350000fb810200007e0400a17d040018a38e1a000000006f09030c2600a1085d79f6e4eed03519a5000000ffffffffffffffff0900000010000000c60000090010000000000000472e66b278a8203006bce7313b3165b8000080ff5974c03e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000007c78ab44120f184481000000000000000000007c46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca43
135	2.483169500	10.0.0.1	347692	22	0000000000e0c4469a317b4501003c5354435020753e
136	2.484316900	10.0.0.10	2335444504	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
137	2.494057300	10.0.0.1	347714	9	3c6853544350400000
141	2.553954800	10.0.0.1	347723	159	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c685354435040000000003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
142	2.554573600	10.0.0.10	2335444588	24	3c685354435004000000003e000000003c5354435000003e
143	2.574003600	10.0.0.1	347882	9	3c68535443500c0000
145	2.628376000	10.0.0.1	347891	23	00003e000000006b6b6b01000000003c5354435042013e
147	2.843295800	10.0.0.10	2335444612	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
148	2.858441000	10.0.0.1	347914	9	3c6853544350400000
150	2.920904700	10.0.0.1	347923	159	00003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c685354435040000000003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
151	2.921384100	10.0.0.10	2335444696	24	3c685354435004000000003e000000003c5354435000003e
152	2.938206500	10.0.0.1	348082	267	3c685354435023020000003e000000006b6b6b010000000026800400d70000000000000000000000000000001a000000774e037200000000000000000c8004000c80040026800400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d01f47f0400b5b001004c202f01f47f04004d18000019080100f47f0400393a0000ba510200f47f040072350000fb810200f47f0400d17f040048a58e1a000000006f09030c2100a1087079f6e4e4d03519a3000000fbffffff020000000b00000014000000980000090010000000000000392f00b27aa8113008bc9832a93189
154	3.001367900	10.0.0.1	348349	300	b8000080ff5944c23e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000007c78ab44120f184481000000000000000000007c46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c4469a317b4501003c5354435063743e
155	3.002370500	10.0.0.10	2335444720	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
156	3.020769400	10.0.0.1	348649	93	3c685354435040000000003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
158	3.067447000	10.0.0.1	348742	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
159	3.067893100	10.0.0.10	2335444804	24	3c685354435004000000003e000000003c5354435000003e
160	3.095964200	10.0.0.1	348817	9	3c68535443500c0000
162	3.146142100	10.0.0.1	348826	23	00003e000000006b6b6b01000000003c5354435042013e
164	3.206188800	10.0.0.10	2335444828	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
165	3.221983300	10.0.0.1	348849	12	3c685354435040000000003e
167	3.271324700	10.0.0.1	348861	156	0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c685354435040000000003e000000000000000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
168	3.271790500	10.0.0.10	2335444912	24	3c685354435004000000003e000000003c5354435000003e
169	3.288021600	10.0.0.1	349017	9	3c6853544350230200
171	3.339549500	10.0.0.1	349026	347	00003e000000006b6b6b010000000084810400d70000000000000000000000000000001a000000774e037200000000000000006a8104006a81040084810400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d0184810400b5b001004c202f01848104004d1800001908010084810400393a0000ba5102008481040072350000fb8102008481040039810400b0a68e1a000000006f09030c1c00a1087679f6e4e3d03519a2000000f1fffffffcffffff040000001300000098000009001000000000000025306ab275a8133006bc5332903079b8000080ff5914d23e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
173	3.399978700	10.0.0.1	349373	211	0000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff000080ff000000000000803f000000000000f04200000000000000007c78ab44120f184481000000000000000000007c46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c4469a317b4501003c5354435033773e
174	3.401075900	10.0.0.10	2335444936	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
175	3.409778400	10.0.0.1	349584	9	3c6853544350400000
177	3.462615600	10.0.0.1	349593	159	00003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c685354435040000000003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
178	3.463063700	10.0.0.10	2335445020	24	3c685354435004000000003e000000003c5354435000003e
179	3.489181900	10.0.0.1	349752	32	3c68535443500c000000003e000000006b6b6b01000000003c5354435042013e
181	3.631913100	10.0.0.10	2335445044	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
182	3.647371100	10.0.0.1	349784	9	3c6853544350400000
186	3.696557400	10.0.0.1	349793	92	00003e0000000000000000030002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350bf013e3c685354435040000000003e0000000000
188	3.743653400	10.0.0.1	349885	67	00000003000200000000001f020000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c53544350e8013e
189	3.744116600	10.0.0.10	2335445128	24	3c685354435004000000003e000000003c5354435000003e
190	3.757028900	10.0.0.1	349952	9	3c6853544350230200
192	3.807506900	10.0.0.1	349961	436	00003e000000006b6b6b010000000046830400d70000000000000000000000000000001a000000774e037200000000000000002c8304002c83040046830400ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f00000000ffffff7f0000000000000000c44209007e868d0114830400b5b001004c202f01148304004d1800001908010014830400393a0000ba5102001483040072350000fb81020014830400f182040068a88e1a000000006f09030c1800a1088379f6e4e3d03519a0000000ffffffffffffffff0100000012000000980000090010000000000000322f29b280a8133008bc6832e6306ab8000080ff59e4c43e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000000000000000000080ff000080ff00
194	3.861255000	10.0.0.1	350397	122	0080ff000000000000803f000000000000f04200000000000000005edaa944120f184481000000000000000000007c46000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff000080ff0000803f0000ab420000a04100c0ca430000000000e0c44633337b4501003c5354435077753e
195	3.862551100	10.0.0.10	2335445152	84	3c6853544e4340000000003e000000000000000053000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4396003e
196	3.885583100	10.0.0.1	350519	93	3c685354435040000000003e0000000000000000530002000000000000000000e87f0000490a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443500f023e3c6853544350400000
198	3.934423000	10.0.0.1	350612	75	00003e0000000000000000530002000000000008000000e87f0000510a00000000000000000000000000000000000000000000000000000000000000000000000000003c535443501f023e
199	3.934931200	10.0.0.10	2335445236	24	3c685354435004000000003e000000003c5354435000003e
200	3.947246000	10.0.0.1	350687	9	3c68535443500c0000
202	4.010150100	10.0.0.1	350696	23	00003e000000006b6b6b01000000003c5354435042013e
204	4.058017600	10.0.0.10	2335445260	84	3c6853544e4340000000003e000000000000000003000200000000000000000000000000410000000000000000000000000000000000000000000000000000000000000000000000000000003c53544e4346003e
